spf_pass,dkim_pass,dmarc_pass,sender_domain_age,url_count,has_shortener_urls,has_ip_based_urls,suspicious_keyword_count,urgency_score,capitalization_ratio,special_char_ratio,html_tag_count,has_email_form,avg_word_length,unique_word_ratio,has_urgency_words,additional_feature,label
1,1,1,6,0,0,0,1,0.03975740182255453,0.1293021723408934,0.09227571905133944,13,0,4.2783960492350595,0.8694784881878118,0,0.8293324051412837,0
1,1,1,9,0,0,0,1,0.02045169281564807,0.0038717860424230476,0.013516628915482276,3,0,4.159930788718604,0.8330170891415078,0,0.12203505212439503,0
1,1,1,9,2,0,0,1,9.975183614682192e-05,0.002653171441988583,0.060255316384286495,18,0,4.7729216823182945,0.7693323272036647,0,0.19178245559186058,0
1,1,1,5,2,0,0,2,0.05119942756499952,0.011194472150562256,0.07826960407441493,13,0,4.202091622021293,0.8076484025082395,0,0.06229179813006269,0
1,1,1,8,0,0,0,1,0.12782501516711145,0.01960655651102992,0.08866042152404668,2,0,4.735518701754579,0.7242389257586781,0,0.8275378955668743,0
1,1,0,6,1,0,0,2,0.12557418648718058,0.1185506603790222,0.05821482297799723,6,0,5.237896386015443,0.6970501184734421,0,0.8343033659547675,0
1,0,0,8,0,0,0,2,0.07975534099629404,0.0969135185193762,0.04993338349786183,3,0,5.729320784280835,0.6730433905214601,0,0.6517106479109683,0
1,1,1,6,0,0,0,1,0.2676254066820703,0.14330020297558924,0.07869033862552952,8,0,5.885662282826523,0.8426650384908985,0,0.07641685943805143,0
1,1,1,9,2,0,0,2,0.1978061766617348,0.13426766110598046,0.06366696821672073,14,0,5.778781832257689,0.7351858970189273,0,0.8824594404560998,0
0,1,1,9,0,0,0,2,0.21489701641880468,0.010812650399801005,0.0071256727765258605,16,0,5.91300279659896,0.8212525078377021,0,0.35325140850206416,0
1,1,1,7,2,0,0,2,0.12363927907883147,0.08244240655783867,0.083053445640484,7,0,4.530092856650008,0.6062834883092738,0,0.08217166747642735,0
1,1,1,5,0,0,0,1,0.20020511941392852,0.00156415490961046,0.025541348468521952,3,0,5.549267561275576,0.7931712760623392,0,0.5303021332491583,0
0,1,1,8,2,0,0,1,0.18056447689089664,0.08736339873108696,0.07480731794295321,1,0,4.2561914927324,0.7014802517983495,0,0.9280836403260497,0
1,1,1,8,1,0,0,0,0.049105140439590446,0.04106869612711598,0.09283175328485771,11,0,4.394940979719875,0.8660774700627809,0,0.645810812655206,0
1,1,1,5,0,0,0,2,0.07567230605200848,0.11325628931194173,0.046053949727414,7,0,5.496383811957995,0.7673439676533209,0,0.18059459817530088,0
0,1,1,5,1,0,0,0,0.21838415301922295,0.01619155719696965,0.06852980161158734,19,0,5.63557065971389,0.6640534098932016,0,0.505852692951829,0
1,1,1,9,0,0,0,2,0.08926453539564617,0.08475329892885242,0.06888853020500907,6,0,5.1543455665751,0.8631415324534213,0,0.4338005122547718,0
0,1,1,8,0,0,0,2,0.297542985404809,0.014876714938082385,0.040149431586128825,9,0,5.315120625556046,0.6932786790022663,0,0.7423480505725092,0
1,1,1,9,0,0,0,1,0.2544143373392316,0.12599459704232738,0.08326804693470433,13,0,4.404961120330475,0.887422044035814,0,0.3679407513020845,0
1,0,1,7,0,0,0,1,0.11049285915205449,0.06729159464318138,0.07220709382027371,2,0,4.275645798318471,0.7989126013501476,0,0.0018798835249106416,0
0,0,0,8,0,0,0,0,0.027897191946939646,0.08823034004225858,0.048097288988612374,13,0,5.446809531224573,0.6312412073760862,0,0.22543875546369385,0
1,0,1,6,2,0,0,2,0.006879843380412609,0.048316200634377825,0.0636490651049154,18,0,4.117101858487958,0.7002714956088182,0,0.7848969771114676,0
1,1,1,9,1,0,0,2,0.22065168194626128,0.03537863987155306,0.037142200187304575,16,0,5.196450588127478,0.820698934271757,0,0.9983475113929496,0
1,1,1,8,2,0,0,2,0.20577338131495912,0.14866896477319555,0.07472195877420378,6,0,5.143744542454373,0.7763308082586595,0,0.18447625313363936,0
1,1,0,5,1,0,0,1,0.1759437276566121,0.10465059412801127,0.09296169228756843,18,0,5.8813584902306815,0.6777890276597321,0,0.4296568127389351,0
1,1,0,5,0,0,0,1,0.28120598826475934,0.10590285114960368,0.06311706459567064,6,0,5.80782666052075,0.8728170576025189,0,0.7802130634301023,0
0,0,1,8,0,0,0,2,0.2767869174263369,0.07080906512954974,0.001340262643216561,11,0,4.0891898167459235,0.6108862867840507,0,0.27571985309555225,0
1,1,1,6,0,0,0,0,0.08044170602865401,0.023457270660517192,0.08530896234036506,10,0,4.125306406910709,0.8719312360033233,0,0.13924537111759516,0
1,1,1,6,2,0,0,2,0.264640684284618,0.05901717698453873,0.08278683753221729,13,0,5.461641929961459,0.894389127149174,0,0.2565300624442478,0
1,0,1,7,2,0,0,0,0.2841107963216169,0.14510342666824128,0.018301544423472715,0,0,4.302493657469869,0.6675950789853705,0,0.250966661340298,0
1,1,1,9,0,0,0,1,0.12119336289796447,0.08138187050931343,0.07916999884533517,16,0,5.087076434685292,0.6245176037240334,0,0.45830064152865646,0
1,0,1,5,1,0,0,1,0.13868866830018214,0.061764831237676274,0.06509734671509541,11,0,4.1245462117637715,0.7537507946310995,0,0.8064036172328395,0
1,0,1,9,1,0,0,2,0.22752750536073332,0.1131161520474246,0.0017945678568491831,7,0,5.7556601563040815,0.8638745564854589,0,0.8705784250460069,0
1,1,1,6,0,0,0,2,0.16575408443481757,0.014122786518854685,0.03436631926091031,11,0,5.0774035959054284,0.7493437524102871,0,0.10547369995663058,0
1,1,1,7,0,0,0,2,0.058682781913354506,0.028008494365956222,0.009403610443426635,8,0,5.155186731762315,0.7903747252650911,0,0.7979141596158941,0
1,1,1,6,1,0,0,1,0.095028503120258,0.12857688854981295,0.09061432547657665,17,0,4.337708413355372,0.7521153311596322,0,0.598112629369018,0
0,1,1,7,0,0,0,1,0.1845894075209406,0.012519612748407493,0.08824163684073388,11,0,5.479460664171081,0.6959000497321635,0,0.9884159894120765,0
1,0,1,6,1,0,0,1,0.12824690637618455,0.024335010867371904,0.001260751997575904,2,0,5.054799244245353,0.8158060867107476,0,0.8902580530178021,0
0,1,0,9,0,0,0,1,0.1622381264956633,0.10653641979349672,0.03143501131837484,10,0,5.802592021549298,0.7955003756119278,0,0.314060794992732,0
1,1,1,6,0,0,0,1,0.03019124355706,0.03598111691339171,0.01419719897609939,8,0,5.479342601453528,0.657378125374376,0,0.613777418815699,0
1,1,1,8,2,0,0,1,0.29373148140454636,0.09512132074436053,0.012626474156450275,15,0,4.212687452511549,0.6944758765838903,0,0.0038171341243471435,0
1,0,1,5,2,0,0,2,0.023123403585438206,0.05105701390000123,0.08663865142513422,14,0,4.610621353393462,0.6637933129113288,0,0.03318935456242622,0
1,1,1,8,0,0,0,2,0.2422188091019854,0.00886408351173799,0.08988473881802474,18,0,5.814390061411659,0.8012196935717502,0,0.56044063098044,0
0,1,1,8,0,0,0,1,0.11412016469112289,0.1465200492765989,0.011072059332631569,19,0,4.03600017789043,0.7264332124737742,0,0.027175016090844162,0
1,0,1,7,2,0,0,1,0.2097946125378611,0.12591913642511504,0.09817986932606276,13,0,5.453341984140646,0.6914253286158399,0,0.8293946648588469,0
1,1,0,9,0,0,0,0,0.0725681484776517,0.0018606054415972184,0.046876796546450585,13,0,5.196714968595518,0.6891713423125851,0,0.2999191115069847,0
1,0,1,6,0,0,0,0,0.17796647103221527,0.13384537472094782,0.018533017952871444,15,0,4.479020339819076,0.8383734836100571,0,0.03467026672648332,0
1,1,1,9,0,0,0,0,0.17969355245316315,0.017239949558935024,0.00938572848233562,8,0,5.338400525876157,0.8487860397950266,0,0.8789789002822673,0
1,1,1,8,1,0,0,1,0.2321638967190469,0.09028851465226974,0.08925232899548462,7,0,5.896216640342884,0.7335738336854365,0,0.7888022639053596,0
1,1,0,8,1,0,0,0,0.2912298619424349,0.03940134638979776,0.027156876475103987,8,0,5.012532118990405,0.7902312094128994,0,0.07093221613377343,0
1,1,1,6,2,0,0,2,0.08304429233739173,0.1457299036351576,0.033134700710305075,16,0,5.245039391459491,0.7409231288972051,0,0.4474681413224578,0
1,1,1,5,1,0,0,0,0.06572064273055733,0.005508204375123171,0.010802575413069138,6,0,5.605171359159626,0.7716145930107903,0,0.5126677259564164,0
1,1,1,9,0,0,0,0,0.24546200062447426,0.07973991969066463,0.08798626773611601,8,0,4.05933644612948,0.8026260622641268,0,0.04485356802356866,0
1,1,0,8,2,0,0,0,0.21420979334005694,0.09118578211360556,0.03093727178627821,12,0,5.43685845963747,0.8862099382755122,0,0.7213934511062883,0
1,0,1,5,2,0,0,1,0.07700826849301375,0.09979381529670828,0.08003548790234066,3,0,4.738106043521833,0.6363075001455579,0,0.4189477901874754,0
1,0,0,5,2,0,0,1,0.20057179401687422,0.10180049350088471,0.0361919990837865,10,0,5.197384804638195,0.750646082988596,0,0.138871326396517,0
0,0,0,7,0,0,0,1,0.1589974568779256,0.12435265988182365,0.09912632267336333,1,0,4.023413221461809,0.7266102780382917,0,0.29504070765415624,0
1,1,0,9,1,0,0,0,0.06481540950350616,0.06999116770458237,0.08167232025585447,5,0,5.691208725979814,0.8077478480007676,0,0.42993107739014813,0
1,1,1,6,1,0,0,1,0.1152718860412144,0.06751850417728983,0.057926635382052685,8,0,4.8619704410265925,0.6956600454963416,0,0.5821987465941139,0
1,1,1,5,2,0,0,1,0.05005806050962584,0.06457940076933112,0.014259414408190875,0,0,4.691754921475715,0.6463379241669971,0,0.025447759905750877,0
1,1,1,7,1,0,0,2,0.09336524851901808,0.1015680959602514,0.060577924945269035,1,0,5.683446723489352,0.7740664556355088,0,0.5596884448379399,0
0,0,1,7,2,0,0,2,0.04073671411918114,0.014895330413053942,0.020886407070574,10,0,4.775973519893739,0.6480074809389582,0,0.023352096328185912,0
1,1,1,9,1,0,0,0,0.11111909588259195,0.05622053516726945,0.04740064284831559,5,0,5.205885752958923,0.8480122079224462,0,0.9840131632104643,0
1,1,1,9,1,0,0,0,0.046243512953546125,0.08305672280370167,0.05417048124100041,18,0,4.712371294235188,0.8480444921389257,0,0.7090137242870318,0
0,1,1,9,2,0,0,2,0.16344829726355603,0.02478630756639048,0.05829844261646025,2,0,4.301042983326827,0.8450270790358585,0,0.20730900318755796,0
1,1,1,5,1,0,0,2,0.060393632346729974,0.05927066148964779,0.003945953289089932,16,0,5.421769433364638,0.8720828426504502,0,0.13237237903497245,0
1,1,1,8,1,0,0,0,0.2237580115881036,0.0823983719104761,0.005774105186917378,19,0,4.933564154462376,0.6103383778275,0,0.9696077268480954,0
1,1,0,8,1,0,0,2,0.09073424348681397,0.0737127266292835,0.05224441454054645,14,0,5.211510606278114,0.8756204131819132,0,0.36226808709859115,0
1,1,1,8,2,0,0,2,0.22935833839641528,0.08602934271833598,0.09560471436119332,15,0,5.992245899278882,0.6178414706601842,0,0.0031678485807017376,0
1,1,1,7,2,0,0,0,0.15312974670126966,0.09398887666398154,0.09263826067300868,15,0,5.525192789388351,0.8787772194021688,0,0.030549457093379973,0
1,1,1,9,1,0,0,0,0.0836279617243659,0.031605744580080475,0.09574480190380963,14,0,5.981092065540267,0.6601953052211283,0,0.9946486415599979,0
0,0,0,8,0,0,0,0,0.22214283958605574,0.02142754309512579,0.07534279222569691,4,0,5.643853271879859,0.8427549513417093,0,0.8844242755019771,0
1,0,1,6,1,0,0,1,0.12226290930972925,0.061065973368844145,0.0066009844140241586,2,0,5.098260672554345,0.7896269488518727,0,0.5770406644619108,0
1,0,0,6,0,0,0,2,0.2526223312195738,0.03633468267368504,0.04782598841952235,1,0,4.145803670735807,0.7208619847897911,0,0.2952904940479433,0
1,1,1,7,1,0,0,0,0.17497724773683468,0.12633461195159218,0.054898044944164184,12,0,5.206986192086758,0.7073442252340647,0,0.6478174459905284,0
0,1,1,6,1,0,0,1,0.021532741867953908,0.10239258318351036,0.02419316803155296,13,0,5.6450695887683935,0.8411875522657561,0,0.5525009674078891,0
1,0,1,6,2,0,0,2,0.08528222787825501,0.02007425444995397,0.06295576968917366,10,0,4.543094094822485,0.7207339912301007,0,0.10274825245242336,0
0,1,1,5,2,0,0,1,0.1400903999890832,0.0510556119458644,0.09404485057361726,10,0,5.6534293198620365,0.6389789773607104,0,0.5649843576752536,0
1,1,1,7,0,0,0,2,0.2729829431563176,0.05659770809447892,0.09640784164901083,4,0,4.232045362696338,0.6126875247668043,0,0.5646290509972631,0
1,1,1,9,0,0,0,2,0.19991562407346194,0.14490712576930156,0.07610377902507831,16,0,5.352216462828823,0.8831946916089629,0,0.26896803159538596,0
1,1,1,5,0,0,0,1,0.2870399446452858,0.07506017185653018,0.04327291360197047,14,0,4.221955049170296,0.7903272435859751,0,0.7707806182638798,0
