spf_pass,dkim_pass,dmarc_pass,sender_domain_age,url_count,has_shortener_urls,has_ip_based_urls,suspicious_keyword_count,urgency_score,capitalization_ratio,special_char_ratio,html_tag_count,has_email_form,avg_word_length,unique_word_ratio,has_urgency_words,additional_feature,label
1,0,1,1,7,1,0,3,0.6602870175861718,0.3524596330222156,0.23916256135817637,12,1,6.032693085526847,0.3049763486783568,1,0.512093058299281,1
0,1,0,0,9,0,1,3,0.8702760468157122,0.42056483577223164,0.14181432414754275,40,1,4.773824883145467,0.4979952138102537,1,0.8172222002012158,1
0,0,0,1,5,1,1,9,0.7356119164194803,0.3047628723837983,0.24519113577404786,12,1,5.21352438136657,0.566331029628288,1,0.8509284487675127,1
1,1,1,1,4,0,1,11,0.6020246335384875,0.2482424154252496,0.2097467578733172,44,1,4.67280792838168,0.5136537664042607,1,0.23724908749680007,1
0,1,1,2,4,1,1,14,0.803525630735504,0.39089978545576864,0.15009236372111684,39,1,5.179293174000281,0.5676139665531339,1,0.6311386259972629,1
1,0,0,0,6,0,1,6,0.6097263865725815,0.39364168877215033,0.13542213588140978,37,1,4.838681025390276,0.5650482066798777,1,0.7477187738974139,1
1,0,0,2,4,1,0,7,0.6763644124601385,0.28054245706704706,0.19705597485526313,27,1,6.808464322482343,0.5088089390024919,1,0.570061170089365,1
0,1,1,1,8,1,1,3,0.9394679179698697,0.24098639943260866,0.24178219938202372,48,0,6.428083466435541,0.5430340184037542,1,0.8670723185801037,1
1,0,0,0,5,1,1,14,0.954646859580264,0.20828503156211142,0.21577297910151172,41,1,4.107826821390226,0.43967940543973805,1,0.5426446347075766,1
0,0,0,1,7,0,1,7,0.8088973040219217,0.43099806592958323,0.14316420549936865,14,1,6.526069225035944,0.3583140101984619,1,0.41135390505667857,1
0,0,0,1,5,1,0,10,0.7083329005048297,0.33169142621169084,0.1156912762684532,46,0,4.242618899851593,0.42849434248203233,1,0.6884999007653664,1
0,1,0,1,7,1,1,7,0.8553082375373402,0.35500887722797003,0.23142226570003335,14,1,5.25880018728337,0.3743192968503472,1,0.3559726786512616,1
1,0,0,0,8,0,1,6,0.6701321079557354,0.20514833054952508,0.2526728846007822,30,1,4.519605609730045,0.4301554947713919,1,0.39850473439737344,1
0,1,0,2,3,1,1,3,0.815750979360025,0.4051891308194423,0.22317023287798277,25,1,4.079533931624866,0.475732674382039,1,0.9402302414249576,1
0,0,1,0,6,1,1,5,0.9281707375085072,0.39544543155733636,0.14133687197534908,38,0,4.30233400413228,0.3054665476954649,1,0.0944429607559284,1
0,0,0,1,3,0,1,11,0.7984149817173625,0.4078671076075818,0.16966732089063946,20,1,6.205213131411657,0.5410442791154546,1,0.2820345725713065,1
0,1,1,0,4,1,1,9,0.8322176049375639,0.4601349821629166,0.21237333842875472,21,1,6.252613203374493,0.5263628622254046,1,0.10312386883593261,1
1,0,1,1,6,1,1,14,0.9834165987532794,0.45414294322867693,0.1709810380925441,37,1,6.851821440812668,0.47203136643698584,1,0.6318372121697993,1
0,0,0,2,6,1,1,11,0.6453858408069791,0.4792787317061878,0.294849641706882,23,1,5.324591504120131,0.5663112548274899,1,0.3509150125520787,1
0,0,1,0,6,1,1,10,0.6291052025456774,0.44655801778710685,0.24124844543129922,14,1,4.6996842172735835,0.4743916251680347,1,0.8631385219890039,1
1,0,1,0,5,0,1,5,0.9108587663709747,0.3675212749207415,0.18484440184939527,35,1,5.3033555334648135,0.3761046521619416,1,0.4052020867814171,1
0,1,1,2,2,1,1,14,0.9848690193898167,0.31246117385711125,0.15714241725637215,42,0,6.889667618321834,0.3036463424069449,1,0.969878826707639,1
0,1,0,2,5,0,1,6,0.6301738188359077,0.2498646295727759,0.14336182131729824,24,1,5.88267424025219,0.4752942935769301,1,0.901158010490989,1
0,0,1,1,5,0,1,12,0.6752484638895045,0.3391095214819947,0.17067044560521055,37,0,6.923184422998499,0.5958632233438809,1,0.6981617140197451,1
0,0,1,0,6,1,1,4,0.7666556230953917,0.3743487863542479,0.2838353103671119,19,1,6.598191668501225,0.3135656010318568,1,0.026366974497252005,1
0,1,1,0,4,1,1,8,0.9316656882826058,0.3707244407497243,0.11270236591800027,44,0,4.041015894480992,0.3226077181057387,1,0.691714397168912,1
0,1,1,2,6,1,1,5,0.6989392406972791,0.33516324059302804,0.125831883030299,22,0,6.634662002437577,0.5270997396516686,1,0.04689646779121992,1
0,0,0,1,7,1,1,3,0.8207627355097942,0.3682813914606159,0.27533072053166896,26,0,4.086348028940017,0.5265411767020857,1,0.6203095513534647,1
1,0,0,1,7,1,1,13,0.6364008364205321,0.4179191097950685,0.20948926137982232,42,1,5.1896283469638105,0.48662601006836204,1,0.8623637087467452,1
1,0,1,1,2,0,1,4,0.8483222737688365,0.30422402246762426,0.14182615821570282,20,0,4.386639165731948,0.33841375168733173,1,0.15190269351229435,1
0,1,0,0,4,1,1,4,0.8407741582163841,0.2671547197718962,0.26435812736888986,27,0,4.5310314528302404,0.32661076012711665,1,0.12063587110060081,1
0,0,0,1,3,1,0,11,0.7924581576225173,0.4063354151288249,0.20233140270945224,26,0,6.418603839379184,0.5244779071150975,1,0.18452101935637732,1
0,0,0,1,5,0,1,12,0.6146732811562391,0.2757310833032062,0.24266991717691047,32,1,5.596340455795946,0.3321516034019328,1,0.44741236682345464,1
0,0,0,0,5,0,1,9,0.6356817314848224,0.36060066920465705,0.14664328230996024,22,1,6.037306957433469,0.5367513715822014,1,0.4984421989290573,1
0,0,0,0,5,0,0,8,0.9598589588580049,0.38226656668807185,0.14887063109293092,15,1,4.711680375207983,0.33053474178612113,1,0.15285913918433203,1
0,0,0,1,7,0,1,9,0.6206541911498051,0.20547274442850832,0.2393922924732843,33,0,5.193566797137224,0.5908411299826106,1,0.8655071258939803,1
1,0,0,2,7,1,1,10,0.7906477936505648,0.4515747676107874,0.14101551202989182,35,1,5.27630931584925,0.45228311360533646,1,0.24240973241508024,1
0,1,0,0,7,0,1,13,0.8375532390231595,0.3107691444529688,0.19085359444381994,14,0,6.9698806971698355,0.3967061534924169,1,0.8098744458546349,1
0,1,1,2,8,1,1,3,0.9402909840065818,0.4237923576646154,0.18170365858718338,20,1,4.543699198496981,0.31994888021003326,1,0.741120649290059,1
0,1,0,0,6,0,0,7,0.6745619947152576,0.2707075238194999,0.22675171274403544,13,1,5.76492002738517,0.5048946190251398,1,0.45194860129903924,1
1,1,1,0,8,1,1,3,0.9598298293098274,0.3151673664119634,0.2087105722227977,49,0,5.6285479318402265,0.42945844294093277,1,0.3328157859124843,1
1,1,0,2,6,1,1,13,0.9154388844898123,0.24550246391982536,0.16234441355910964,46,1,4.429383956645409,0.36136337795083895,1,0.7140640822236142,1
0,1,0,0,8,0,1,6,0.7589149162241469,0.4391886097338661,0.12998348546975474,13,1,6.160109609638223,0.4923442898655892,1,0.6939484444671,1
0,0,0,2,7,1,1,10,0.7694387449681932,0.28637888494271785,0.2229900526305309,35,1,5.517666036653398,0.4834362706303943,1,0.01811018382084051,1
1,1,0,0,9,0,1,3,0.8305153440667252,0.38201451391485675,0.1848261342604772,38,0,6.521318895941269,0.5732058594767139,1,0.1228107818457338,1
0,0,0,2,2,0,1,5,0.8365101742979717,0.3197008111610391,0.11095232776440628,18,0,6.363369666143477,0.4811164595190417,1,0.11426730005568775,1
0,1,1,2,3,1,1,13,0.6131386680973753,0.47382483886373866,0.1496452885514304,34,1,5.256776348513643,0.57445377032043,1,0.3623938991166331,1
0,1,0,0,2,0,1,3,0.8229221475560191,0.4581896053672202,0.2070139437867317,49,1,5.786155051960131,0.32012294321652823,1,0.7499604703991778,1
0,1,0,0,2,0,1,10,0.8349814416936298,0.28821340376629145,0.24281183995796565,11,1,5.4432638451627575,0.4491035846463747,1,0.7653562810662407,1
0,0,0,2,9,0,1,4,0.7634936684392386,0.20761590669810348,0.13123051947323808,16,1,4.081287977510451,0.3665916485798848,1,0.2310747965880714,1
0,0,0,2,6,0,1,10,0.639776557103738,0.2729516572998362,0.24445338637113181,25,1,6.004255409711939,0.3614952886247463,1,0.29314773026101326,1
1,0,0,2,6,0,0,6,0.8571702254457012,0.4111838405415529,0.2821248007080608,14,1,4.778270300293878,0.41390772245018004,1,0.5902949425148077,1
0,1,0,1,2,1,0,6,0.9898189060795479,0.43392763243640925,0.12284758518407937,39,1,6.683656680682274,0.5399565767841945,1,0.42521350446923345,1
0,0,0,0,2,0,0,13,0.7686815738213127,0.23968286333759914,0.28011446024727715,43,0,4.0551720296424,0.5742896419681497,1,0.11775108289014113,1
0,0,0,0,7,1,0,12,0.6560074154641796,0.27910514079038495,0.15329967867417643,36,1,5.80155058130096,0.49951100236387663,1,0.1753712786234496,1
1,0,0,1,7,0,0,13,0.6737483682715852,0.22710108817328237,0.25419718510709566,38,1,4.8660812103121,0.4067018149394847,1,0.7190459051842455,1
0,0,0,2,9,1,1,3,0.7079644889568779,0.361952833672458,0.13240277557831692,26,1,5.790528546750668,0.4002731672450882,1,0.7709122037458219,1
0,0,1,0,6,1,1,9,0.6303733641478488,0.22332960322368714,0.10046787812515566,39,0,4.309281238041235,0.39437896704282327,1,0.8074302518167612,1
1,1,1,0,8,0,1,5,0.8928899545638245,0.4419683443584349,0.23175667334214348,25,1,4.749004026577558,0.4468274890929421,1,0.22120944181960223,1
1,1,0,1,9,1,0,7,0.7892840472325333,0.2938564569516763,0.1241045157572929,16,0,6.773188586129591,0.5913174735496103,1,0.9442664891134339,1
0,1,1,1,4,1,0,10,0.6920035349150813,0.23617006573318367,0.11539064032584184,46,1,5.323096485244485,0.42134563490455523,1,0.5724277594334657,1
1,0,1,0,3,1,1,14,0.6931837899014535,0.2073202344669614,0.27401977478018597,39,0,4.556418728730168,0.4151891669759177,1,0.9325899094252529,1
0,0,0,0,6,0,1,10,0.7086747884276017,0.31948621519269066,0.11833986702228604,48,1,6.196815421553936,0.3010039086128938,1,0.4673107665376526,1
0,1,1,0,2,0,1,11,0.6437870394716461,0.3174890421621068,0.12488751145937127,46,1,4.268233006936779,0.4252742327354785,1,0.8791183075621647,1
1,0,1,0,8,1,0,6,0.9351302941132982,0.2691707587415057,0.2661285035501249,19,0,5.152271834473749,0.31101958122798407,1,0.9572702629833256,1
1,1,1,2,2,1,1,3,0.6695580996877949,0.3188726056707976,0.25164769514081825,26,0,6.447499374971853,0.3673321715509982,1,0.22381761482262308,1
0,0,0,1,4,1,0,14,0.7906707313321474,0.21331299905997103,0.2704387066694015,18,1,6.79476846495697,0.5205637963570358,1,0.28139096057752677,1
0,0,1,1,3,0,0,14,0.63045234379612,0.4553620742146306,0.19902930540279484,41,1,6.71954115833374,0.4713956825758722,1,0.6621120101065646,1
0,1,1,2,9,1,1,13,0.6641600421320288,0.3002026636235714,0.1477380062602035,45,1,6.258149918672924,0.3475815315879221,1,0.8808707591989284,1
1,0,1,1,9,0,1,4,0.9271868096476249,0.4496402533873226,0.20149354675216724,48,0,4.252294673403954,0.39793007295098787,1,0.5598443123088295,1
0,0,0,0,4,0,0,9,0.8165066314704441,0.48889760115769837,0.1683744332077372,24,1,4.307529183972038,0.5811685461709353,1,0.6878857223008134,1
0,0,1,1,2,1,1,12,0.6298777671031416,0.4557243977595943,0.2980296745501294,38,1,5.942720930205723,0.4783187577685636,1,0.3836122604056218,1
0,1,0,2,4,1,1,4,0.9988498000630844,0.3278543906707919,0.19027740486593508,48,1,6.47776229739969,0.38951232929699775,1,0.8399471646724719,1
1,0,0,2,2,1,0,7,0.9638098043791273,0.4572080276277496,0.2929040944540417,28,0,6.951932943879484,0.4228002018945129,1,0.8940992036791344,1
0,0,0,0,9,0,1,13,0.9872773711658887,0.2556576547109364,0.27372463359112215,17,1,6.534349684350663,0.5283071972828997,1,0.6262203216314154,1
0,0,1,2,5,1,1,9,0.6500743168810201,0.4056695861686914,0.18606117897989255,47,0,4.48247640723457,0.4954558400406794,1,0.3259254639520749,1
0,0,1,0,9,1,1,4,0.7919755338868494,0.38000616443579116,0.15833251574186064,34,1,6.339552966680049,0.31188564760450715,1,0.48050694725782894,1
0,0,1,2,9,1,0,3,0.8238594733947656,0.20293125422575511,0.16529226164879837,11,1,6.6476004574588,0.32475256033212635,1,0.8245140468968338,1
0,0,1,1,7,1,1,12,0.6669930329036279,0.2313703521003201,0.22728604990872733,12,1,5.784329912130808,0.4849813745587422,1,0.6129441748656059,1
0,1,1,1,5,0,1,9,0.8643280473197003,0.3659004357775876,0.219495172526386,31,1,5.930733085589575,0.457920798280834,1,0.7315895217553319,1
0,0,0,0,2,1,0,9,0.788073037078666,0.42328371967848666,0.2743665557946242,41,1,5.666090652812894,0.5157605334816792,1,0.22845474133129873,1
1,1,1,1,4,1,0,3,0.9361809625107734,0.2522580009734761,0.2921561102973954,33,1,5.037804977640889,0.4113116288953808,1,0.9876495637360578,1
0,1,0,1,6,0,1,4,0.9171824378422526,0.3965028016496326,0.2984266632681345,21,1,5.397438421060746,0.5507994191343628,1,0.23579209395920986,1
1,0,1,1,5,0,1,7,0.9417540373478317,0.34768335693441044,0.14944621488063542,23,1,5.077700108199297,0.4778852554304782,1,0.16352387258502277,1
0,1,0,0,6,0,1,10,0.7586639105374248,0.27110835713250087,0.1469348076523102,19,0,4.509273715262622,0.4559321845668053,1,0.3370031764312863,1
1,0,0,2,5,1,0,6,0.7517434359689695,0.38166144729346485,0.17134641060800032,21,1,6.532511346907592,0.541701045885016,1,0.5853543643967521,1
1,0,0,1,7,0,1,6,0.6206787348966107,0.3920008900510741,0.144940235394536,46,1,4.948468314930252,0.45217044260651773,1,0.0415728590503921,1
0,1,1,2,7,1,1,11,0.8320448918781872,0.276267373969248,0.20434600932724262,32,1,4.418953764268939,0.30899207696180336,1,0.3079299415911909,1
1,0,1,1,6,0,1,8,0.9472569017510022,0.2531449368342158,0.2385251904452329,35,1,4.052547972586186,0.37324418712671226,1,0.8308771913417055,1
